15
0.00 83.51 55.68 59.55 60.71 64.33 80.30 69.28 59.06 62.57 85.90 67.18 89.69 59.28 71.55
83.51 0.00 31.78 27.89 25.96 22.94 20.95 17.97 28.24 38.44 11.10 20.42 13.48 27.96 12.16
55.68 31.78 0.00 14.38 5.83 9.23 28.27 14.50 14.81 14.89 30.96 12.10 34.56 14.55 20.17
59.55 27.89 14.38 0.00 14.52 5.15 24.38 10.43 10.73 15.34 26.88 8.01 30.50 10.46 16.54
60.71 25.96 5.83 14.52 0.00 14.07 22.45 8.79 14.97 17.00 25.41 6.51 29.10 14.71 14.52
64.33 22.94 9.23 5.15 14.07 0.00 19.44 5.28 5.58 17.66 21.81 13.16 25.48 5.32 12.13
80.30 20.95 28.27 24.38 22.45 19.44 0.00 14.53 24.73 35.20 10.75 16.96 13.91 24.45 8.79
69.28 17.97 14.50 10.43 8.79 5.28 14.53 0.00 10.86 21.12 16.66 15.30 20.41 10.59 8.50
59.06 28.24 14.81 10.73 14.97 5.58 24.73 10.86 0.00 15.46 27.34 8.46 30.97 10.90 16.82
62.57 38.44 14.89 15.34 17.00 17.66 35.20 21.12 15.46 0.00 33.10 19.04 35.70 15.60 29.42
85.90 11.10 30.96 26.88 25.41 21.81 10.75 16.66 27.34 33.10 0.00 18.91 24.58 27.09 16.36
67.18 20.42 12.10 8.01 6.51 13.16 16.96 15.30 8.46 19.04 18.91 0.00 22.59 8.20 10.38
89.69 13.48 34.56 30.50 29.10 25.48 13.91 20.41 30.97 35.70 24.58 22.59 0.00 30.72 20.18
59.28 27.96 14.55 10.46 14.71 5.32 24.45 10.59 10.90 15.60 27.09 8.20 30.72 0.00 16.55
71.55 12.16 20.17 16.54 14.52 12.13 8.79 8.50 16.82 29.42 16.36 10.38 20.18 16.55 0.00
0	0	1700	0	0	0
1	55	135	1	0	3
2	111	191	1	0	6
3	146	226	-1	1	0
4	204	284	1	0	7
5	253	333	1	0	9
6	300	380	-1	2	0
7	326	406	-1	4	0
8	343	423	1	0	10
9	368	448	-1	5	0
10	447	527	-1	8	0
11	506	586	1	0	12
12	555	635	-1	11	0
13	605	685	1	0	14
14	628	708	-1	13	0
C:
0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2
2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2
1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2
1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2
2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2
1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2
1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0
Time:
0	15
15	30
30	45
45	60
60	75
75	90
90	105
105	120
120	135
135	150
150	165
165	180
180	195
195	210
210	225
225	240
240	255
255	270
270	285
285	300
300	315
315	330
330	345
345	360
360	375
375	390
390	405
405	420
420	435
435	450
450	465
465	480
480	495
495	510
510	525
525	540
540	555
555	570
570	585
585	600
600	615
615	630
630	645
645	660
660	675
675	690
690	705
705	720
720	735
735	750
750	765
765	780
780	795
795	810
810	825
825	840
840	855
855	870
870	885
885	900
900	915
915	930
930	945
945	960
960	975
975	990
990	1005
1005	1020
1020	1035
1035	1050
1050	1065
1065	1080
1080	1700
Speed:
0.925	0.85	0.925	1	0.8325	0.765	0.8325	0.9	0.4625	0.425	0.4625	0.5	0.30525	0.2805	0.30525	0.33	0.37	0.34	0.37	0.4	0.555	0.51	0.555	0.6	0.6475	0.595	0.6475	0.7	0.37	0.34	0.37	0.4	0.30525	0.2805	0.30525	0.33	0.4625	0.425	0.4625	0.5	0.6475	0.595	0.6475	0.7	0.74	0.68	0.74	0.8	0.6475	0.595	0.6475	0.7	0.4625	0.425	0.4625	0.5	0.555	0.51	0.555	0.6	0.6475	0.595	0.6475	0.7	0.8325	0.765	0.8325	0.9	0.925	0.85	0.925	1	1
0.925	0.85	0.925	1	0.8325	0.765	0.8325	0.9	0.4625	0.425	0.4625	0.5	0.30525	0.2805	0.30525	0.33	0.37	0.34	0.37	0.4	0.555	0.51	0.555	0.6	0.6475	0.595	0.6475	0.7	0.37	0.34	0.37	0.4	0.30525	0.2805	0.30525	0.33	0.4625	0.425	0.4625	0.5	0.6475	0.595	0.6475	0.7	0.74	0.68	0.74	0.8	0.6475	0.595	0.6475	0.7	0.4625	0.425	0.4625	0.5	0.555	0.51	0.555	0.6	0.6475	0.595	0.6475	0.7	0.8325	0.765	0.8325	0.9	0.925	0.85	0.925	1	1
0.925	0.85	0.925	1	0.8325	0.765	0.8325	0.9	0.4625	0.425	0.4625	0.5	0.30525	0.2805	0.30525	0.33	0.37	0.34	0.37	0.4	0.555	0.51	0.555	0.6	0.6475	0.595	0.6475	0.7	0.37	0.34	0.37	0.4	0.30525	0.2805	0.30525	0.33	0.4625	0.425	0.4625	0.5	0.6475	0.595	0.6475	0.7	0.74	0.68	0.74	0.8	0.6475	0.595	0.6475	0.7	0.4625	0.425	0.4625	0.5	0.555	0.51	0.555	0.6	0.6475	0.595	0.6475	0.7	0.8325	0.765	0.8325	0.9	0.925	0.85	0.925	1	1
