task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	9	37	13	144	189	0	0	2
2	49	1	-13	391	436	0	1	0
3	36	40	12	209	254	0	0	4
4	35	45	-12	343	388	0	3	0
5	18	7	14	253	298	0	0	6
6	47	21	-14	482	527	0	5	0
7	12	14	9	351	396	0	0	8
8	19	21	-9	532	577	0	7	0
9	22	14	8	220	265	0	0	10
10	30	38	-8	420	465	0	9	0
11	23	5	10	138	183	0	0	12
12	4	35	-10	381	426	0	11	0
13	17	32	9	111	156	0	0	14
14	42	43	-9	262	307	0	13	0
15	36	22	7	318	363	0	0	16
16	8	15	-7	479	524	0	15	0
17	15	42	6	283	328	0	0	18
18	9	19	-6	434	479	0	17	0
19	4	40	6	213	258	0	0	20
20	5	46	-6	300	345	0	19	0
21	10	9	9	326	371	0	0	22
22	21	43	-9	483	528	0	21	0
23	1	13	14	236	281	0	0	24
24	34	32	-14	400	445	0	23	0
25	11	47	5	237	282	0	0	26
26	47	36	-5	465	510	0	25	0
27	3	15	10	275	320	0	0	28
28	28	42	-10	464	509	0	27	0
29	32	39	8	97	142	0	0	30
30	18	25	-8	296	341	0	29	0
31	31	8	9	269	314	0	0	32
32	8	29	-9	447	492	0	31	0
33	0	18	6	191	236	0	0	34
34	46	31	-6	454	499	0	33	0
35	33	48	10	245	290	0	0	36
36	14	6	-10	488	533	0	35	0
37	3	8	14	183	228	0	0	38
38	45	8	-14	450	495	0	37	0
39	24	4	10	366	411	0	0	40
40	10	4	-10	468	513	0	39	0
41	15	1	18	319	364	0	0	42
42	21	42	-18	489	534	0	41	0
43	31	42	19	264	309	0	0	44
44	12	13	-19	460	505	0	43	0
45	21	47	11	198	243	0	0	46
46	29	17	-11	469	514	0	45	0
47	29	42	9	225	270	0	0	48
48	0	4	-9	436	481	0	47	0
49	16	33	8	276	321	0	0	50
50	34	28	-8	423	468	0	49	0
51	29	29	20	163	208	0	0	52
52	27	37	-20	436	481	0	51	0
53	41	4	14	333	378	0	0	54
54	34	37	-14	504	549	0	53	0
55	4	47	20	317	362	0	0	56
56	19	22	-20	523	568	0	55	0
57	31	46	17	110	155	0	0	58
58	34	19	-17	443	488	0	57	0
59	26	37	8	58	103	0	0	60
60	22	44	-8	437	482	0	59	0
61	20	11	11	289	334	0	0	62
62	25	49	-11	459	504	0	61	0
63	2	48	20	162	207	0	0	64
64	32	9	-20	469	514	0	63	0
65	22	9	15	188	233	0	0	66
66	3	40	-15	361	406	0	65	0
67	23	22	19	301	346	0	0	68
68	39	14	-19	411	456	0	67	0
69	44	4	18	257	302	0	0	70
70	17	7	-18	467	512	0	69	0
71	29	42	16	182	227	0	0	72
72	20	49	-16	317	362	0	71	0
73	18	47	15	136	181	0	0	74
74	15	23	-15	383	428	0	73	0
75	41	7	12	310	355	0	0	76
76	14	7	-12	444	489	0	75	0
77	3	40	14	195	240	0	0	78
78	48	19	-14	437	482	0	77	0
79	7	23	12	115	160	0	0	80
80	30	8	-12	449	494	0	79	0
81	4	31	15	233	278	0	0	82
82	43	9	-15	442	487	0	81	0
83	1	27	6	161	206	0	0	84
84	48	5	-6	369	414	0	83	0
85	46	7	17	328	373	0	0	86
86	36	2	-17	433	478	0	85	0
87	13	45	10	167	212	0	0	88
88	45	10	-10	428	473	0	87	0
89	39	19	9	124	169	0	0	90
90	15	29	-9	326	371	0	89	0
91	10	21	7	463	508	0	0	92
92	16	23	-7	526	571	0	91	0
93	23	25	18	329	374	0	0	94
94	10	29	-18	429	474	0	93	0
95	27	36	5	102	147	0	0	96
96	16	12	-5	334	379	0	95	0
97	4	34	16	164	209	0	0	98
98	11	47	-16	381	426	0	97	0
99	40	11	9	213	258	0	0	100
100	43	14	-9	298	343	0	99	0
