task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	43	17	11	86	176	0	0	2
2	19	22	-11	449	539	0	1	0
3	26	28	9	51	141	0	0	4
4	4	11	-9	280	370	0	3	0
5	35	47	12	223	313	0	0	6
6	38	20	-12	427	517	0	5	0
7	32	19	11	141	231	0	0	8
8	39	28	-11	382	472	0	7	0
9	24	49	7	164	254	0	0	10
10	34	16	-7	429	519	0	9	0
11	36	49	12	211	301	0	0	12
12	36	16	-12	438	528	0	11	0
13	17	44	10	158	248	0	0	14
14	22	7	-10	410	500	0	13	0
15	37	18	10	131	221	0	0	16
16	42	35	-10	383	473	0	15	0
17	16	2	6	98	188	0	0	18
18	25	24	-6	487	577	0	17	0
19	31	18	8	30	120	0	0	20
20	34	33	-8	316	406	0	19	0
21	43	18	5	217	307	0	0	22
22	14	4	-5	407	497	0	21	0
23	12	14	10	284	374	0	0	24
24	26	21	-10	460	550	0	23	0
25	40	49	6	265	355	0	0	26
26	23	17	-6	478	568	0	25	0
27	9	43	14	268	358	0	0	28
28	7	50	-14	407	497	0	27	0
29	32	28	6	195	285	0	0	30
30	2	38	-6	416	506	0	29	0
31	22	20	5	60	150	0	0	32
32	50	15	-5	326	416	0	31	0
33	26	19	7	168	258	0	0	34
34	35	38	-7	358	448	0	33	0
35	20	32	8	248	338	0	0	36
36	23	19	-8	385	475	0	35	0
37	5	29	15	218	308	0	0	38
38	32	30	-15	440	530	0	37	0
39	9	37	9	78	168	0	0	40
40	5	19	-9	335	425	0	39	0
41	41	17	15	251	341	0	0	42
42	30	6	-15	398	488	0	41	0
43	19	8	5	197	287	0	0	44
44	40	43	-5	420	510	0	43	0
45	10	9	12	167	257	0	0	46
46	36	36	-12	424	514	0	45	0
47	12	40	7	316	406	0	0	48
48	5	35	-7	436	526	0	47	0
49	34	6	15	272	362	0	0	50
50	23	20	-15	428	518	0	49	0
51	20	38	15	82	172	0	0	52
52	46	47	-15	372	462	0	51	0
53	45	48	13	133	223	0	0	54
54	8	32	-13	431	521	0	53	0
55	43	18	12	199	289	0	0	56
56	1	10	-12	419	509	0	55	0
57	16	39	14	257	347	0	0	58
58	16	18	-14	413	503	0	57	0
59	26	49	10	76	166	0	0	60
60	24	43	-10	278	368	0	59	0
61	29	22	7	249	339	0	0	62
62	22	7	-7	444	534	0	61	0
63	26	48	10	239	329	0	0	64
64	2	36	-10	428	518	0	63	0
65	9	22	10	109	199	0	0	66
66	41	35	-10	307	397	0	65	0
67	21	24	12	160	250	0	0	68
68	45	46	-12	374	464	0	67	0
69	26	8	8	258	348	0	0	70
70	18	27	-8	466	556	0	69	0
71	47	48	5	143	233	0	0	72
72	5	48	-5	412	502	0	71	0
73	48	34	10	331	421	0	0	74
74	38	39	-10	452	542	0	73	0
75	44	16	7	94	184	0	0	76
76	42	19	-7	352	442	0	75	0
77	30	31	10	248	338	0	0	78
78	33	30	-10	480	570	0	77	0
79	10	38	9	230	320	0	0	80
80	41	25	-9	445	535	0	79	0
81	25	23	9	114	204	0	0	82
82	44	4	-9	353	443	0	81	0
83	27	42	11	180	270	0	0	84
84	0	11	-11	399	489	0	83	0
85	43	31	14	76	166	0	0	86
86	8	44	-14	288	378	0	85	0
87	2	14	5	169	259	0	0	88
88	5	12	-5	358	448	0	87	0
89	33	44	13	199	289	0	0	90
90	36	46	-13	372	462	0	89	0
91	24	39	14	151	241	0	0	92
92	19	37	-14	298	388	0	91	0
93	21	43	12	226	316	0	0	94
94	33	12	-12	445	535	0	93	0
95	44	0	11	188	278	0	0	96
96	31	46	-11	427	517	0	95	0
97	17	2	15	241	331	0	0	98
98	25	27	-15	500	590	0	97	0
99	17	25	9	229	319	0	0	100
100	36	18	-9	412	502	0	99	0
