task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	31	23	15	200	290	0	0	2
2	45	47	-15	418	508	0	1	0
3	12	43	13	130	220	0	0	4
4	43	21	-13	447	537	0	3	0
5	18	34	12	326	416	0	0	6
6	11	38	-12	447	537	0	5	0
7	19	13	8	68	158	0	0	8
8	7	49	-8	307	397	0	7	0
9	33	31	14	237	327	0	0	10
10	7	12	-14	428	518	0	9	0
11	40	7	8	128	218	0	0	12
12	41	20	-8	265	355	0	11	0
13	46	44	5	122	212	0	0	14
14	26	31	-5	325	415	0	13	0
15	12	21	14	88	178	0	0	16
16	36	34	-14	338	428	0	15	0
17	22	18	15	253	343	0	0	18
18	6	30	-15	430	520	0	17	0
19	19	12	12	244	334	0	0	20
20	3	8	-12	414	504	0	19	0
21	3	6	13	124	214	0	0	22
22	42	23	-13	400	490	0	21	0
23	1	30	12	278	368	0	0	24
24	6	22	-12	417	507	0	23	0
25	18	17	10	209	299	0	0	26
26	49	8	-10	410	500	0	25	0
27	7	15	15	278	368	0	0	28
28	12	21	-15	466	556	0	27	0
29	41	47	5	300	390	0	0	30
30	35	20	-5	476	566	0	29	0
31	42	46	13	195	285	0	0	32
32	35	1	-13	422	512	0	31	0
33	11	46	7	237	327	0	0	34
34	40	22	-7	459	549	0	33	0
35	1	48	12	162	252	0	0	36
36	29	5	-12	446	536	0	35	0
37	8	0	12	280	370	0	0	38
38	13	16	-12	435	525	0	37	0
39	3	14	15	185	275	0	0	40
40	15	30	-15	469	559	0	39	0
41	8	25	7	90	180	0	0	42
42	46	23	-7	345	435	0	41	0
43	10	37	15	69	159	0	0	44
44	5	30	-15	316	406	0	43	0
45	46	28	10	74	164	0	0	46
46	6	8	-10	411	501	0	45	0
47	2	24	7	271	361	0	0	48
48	33	21	-7	478	568	0	47	0
49	34	12	15	207	297	0	0	50
50	15	39	-15	439	529	0	49	0
51	6	24	8	73	163	0	0	52
52	16	29	-8	360	450	0	51	0
53	29	15	5	44	134	0	0	54
54	21	37	-5	220	310	0	53	0
55	42	12	12	202	292	0	0	56
56	36	49	-12	429	519	0	55	0
57	13	33	11	311	401	0	0	58
58	26	42	-11	451	541	0	57	0
59	12	39	11	331	421	0	0	60
60	9	29	-11	455	545	0	59	0
61	10	4	9	119	209	0	0	62
62	39	30	-9	462	552	0	61	0
63	21	3	13	73	163	0	0	64
64	43	18	-13	353	443	0	63	0
65	6	32	7	269	359	0	0	66
66	12	42	-7	438	528	0	65	0
67	18	47	10	221	311	0	0	68
68	36	18	-10	440	530	0	67	0
69	37	45	6	224	314	0	0	70
70	35	6	-6	440	530	0	69	0
71	6	43	8	142	232	0	0	72
72	45	48	-8	412	502	0	71	0
73	2	22	5	180	270	0	0	74
74	39	42	-5	435	525	0	73	0
75	48	48	5	181	271	0	0	76
76	7	16	-5	444	534	0	75	0
77	24	6	15	114	204	0	0	78
78	43	49	-15	368	458	0	77	0
79	36	2	6	179	269	0	0	80
80	17	42	-6	418	508	0	79	0
81	48	35	12	162	252	0	0	82
82	5	38	-12	395	485	0	81	0
83	0	32	11	150	240	0	0	84
84	2	45	-11	327	417	0	83	0
85	5	42	9	236	326	0	0	86
86	34	26	-9	474	564	0	85	0
87	10	41	10	172	262	0	0	88
88	41	47	-10	360	450	0	87	0
89	46	45	9	121	211	0	0	90
90	36	20	-9	326	416	0	89	0
91	26	29	12	275	365	0	0	92
92	16	44	-12	446	536	0	91	0
93	18	3	12	246	336	0	0	94
94	2	2	-12	401	491	0	93	0
95	10	3	12	238	328	0	0	96
96	37	14	-12	456	546	0	95	0
97	9	15	7	111	201	0	0	98
98	37	6	-7	423	513	0	97	0
99	29	5	11	218	308	0	0	100
100	10	1	-11	374	464	0	99	0
