task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	48	41	6	113	203	0	0	2
2	29	2	-6	424	514	0	1	0
3	23	1	14	105	195	0	0	4
4	34	47	-14	380	470	0	3	0
5	44	27	18	65	155	0	0	6
6	42	33	-18	285	375	0	5	0
7	32	9	18	302	392	0	0	8
8	29	2	-18	421	511	0	7	0
9	2	47	7	167	257	0	0	10
10	44	21	-7	426	516	0	9	0
11	18	21	14	133	223	0	0	12
12	13	46	-14	384	474	0	11	0
13	8	4	9	181	271	0	0	14
14	36	39	-9	434	524	0	13	0
15	45	22	19	184	274	0	0	16
16	22	3	-19	372	462	0	15	0
17	16	17	18	143	233	0	0	18
18	19	49	-18	425	515	0	17	0
19	7	12	13	217	307	0	0	20
20	8	40	-13	425	515	0	19	0
21	21	17	17	249	339	0	0	22
22	35	31	-17	428	518	0	21	0
23	26	8	13	85	175	0	0	24
24	33	23	-13	368	458	0	23	0
25	38	9	11	111	201	0	0	26
26	45	22	-11	359	449	0	25	0
27	8	18	17	229	319	0	0	28
28	19	8	-17	391	481	0	27	0
29	6	5	16	190	280	0	0	30
30	45	11	-16	423	513	0	29	0
31	2	34	13	154	244	0	0	32
32	46	34	-13	404	494	0	31	0
33	46	4	8	241	331	0	0	34
34	38	26	-8	454	544	0	33	0
35	30	10	5	172	262	0	0	36
36	42	13	-5	357	447	0	35	0
37	32	41	18	197	287	0	0	38
38	41	33	-18	324	414	0	37	0
39	19	26	6	172	262	0	0	40
40	42	2	-6	408	498	0	39	0
41	34	26	11	258	348	0	0	42
42	22	37	-11	423	513	0	41	0
43	32	36	20	215	305	0	0	44
44	17	36	-20	408	498	0	43	0
45	46	9	11	150	240	0	0	46
46	13	14	-11	406	496	0	45	0
47	46	40	14	128	218	0	0	48
48	46	44	-14	302	392	0	47	0
49	31	41	5	116	206	0	0	50
50	20	18	-5	323	413	0	49	0
51	21	27	16	65	155	0	0	52
52	24	1	-16	291	381	0	51	0
53	11	26	7	123	213	0	0	54
54	8	25	-7	301	391	0	53	0
55	49	8	13	240	330	0	0	56
56	38	5	-13	389	479	0	55	0
57	9	27	15	180	270	0	0	58
58	22	44	-15	403	493	0	57	0
59	6	23	9	262	352	0	0	60
60	19	25	-9	406	496	0	59	0
61	3	43	13	193	283	0	0	62
62	25	25	-13	502	592	0	61	0
63	28	45	13	93	183	0	0	64
64	29	14	-13	441	531	0	63	0
65	27	50	14	185	275	0	0	66
66	3	15	-14	435	525	0	65	0
67	47	31	17	101	191	0	0	68
68	41	9	-17	379	469	0	67	0
69	47	38	16	191	281	0	0	70
70	40	36	-16	435	525	0	69	0
71	25	28	6	60	150	0	0	72
72	0	3	-6	343	433	0	71	0
73	11	31	17	90	180	0	0	74
74	39	5	-17	324	414	0	73	0
75	19	2	12	151	241	0	0	76
76	3	30	-12	355	445	0	75	0
77	6	32	9	182	272	0	0	78
78	48	47	-9	413	503	0	77	0
79	33	3	15	252	342	0	0	80
80	11	21	-15	454	544	0	79	0
81	9	20	18	82	172	0	0	82
82	45	39	-18	358	448	0	81	0
83	49	11	5	94	184	0	0	84
84	2	47	-5	407	497	0	83	0
85	33	29	17	230	320	0	0	86
86	9	13	-17	410	500	0	85	0
87	34	30	20	74	164	0	0	88
88	29	3	-20	306	396	0	87	0
89	13	44	7	127	217	0	0	90
90	10	13	-7	404	494	0	89	0
91	34	7	12	120	210	0	0	92
92	3	9	-12	343	433	0	91	0
93	16	49	11	268	358	0	0	94
94	6	49	-11	402	492	0	93	0
95	27	31	13	276	366	0	0	96
96	29	43	-13	403	493	0	95	0
97	22	11	6	123	213	0	0	98
98	15	48	-6	349	439	0	97	0
99	20	19	10	177	267	0	0	100
100	44	6	-10	392	482	0	99	0
