task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	8	39	8	164	254	0	0	2
2	4	49	-8	336	426	0	1	0
3	19	10	6	335	425	0	0	4
4	12	11	-6	451	541	0	3	0
5	5	3	7	245	335	0	0	6
6	14	14	-7	383	473	0	5	0
7	41	15	11	100	190	0	0	8
8	37	31	-11	397	487	0	7	0
9	10	25	9	278	368	0	0	10
10	14	7	-9	432	522	0	9	0
11	9	4	12	135	225	0	0	12
12	17	13	-12	413	503	0	11	0
13	28	7	7	143	233	0	0	14
14	9	41	-7	369	459	0	13	0
15	17	2	15	155	245	0	0	16
16	2	13	-15	351	441	0	15	0
17	26	36	9	97	187	0	0	18
18	26	46	-9	335	425	0	17	0
19	39	18	8	151	241	0	0	20
20	20	7	-8	316	406	0	19	0
21	23	7	9	190	280	0	0	22
22	23	49	-9	407	497	0	21	0
23	7	35	9	199	289	0	0	24
24	21	4	-9	436	526	0	23	0
25	40	34	6	94	184	0	0	26
26	27	45	-6	316	406	0	25	0
27	31	16	5	297	387	0	0	28
28	36	35	-5	462	552	0	27	0
29	14	38	8	212	302	0	0	30
30	31	28	-8	429	519	0	29	0
31	17	49	13	101	191	0	0	32
32	33	44	-13	428	518	0	31	0
33	41	3	13	206	296	0	0	34
34	34	31	-13	440	530	0	33	0
35	31	31	12	257	347	0	0	36
36	49	16	-12	430	520	0	35	0
37	3	46	14	221	311	0	0	38
38	19	26	-14	481	571	0	37	0
39	21	5	6	86	176	0	0	40
40	49	34	-6	333	423	0	39	0
41	20	38	7	136	226	0	0	42
42	5	23	-7	354	444	0	41	0
43	14	31	8	240	330	0	0	44
44	39	45	-8	432	522	0	43	0
45	42	49	14	116	206	0	0	46
46	1	4	-14	391	481	0	45	0
47	33	43	8	161	251	0	0	48
48	34	5	-8	440	530	0	47	0
49	6	17	15	160	250	0	0	50
50	22	15	-15	370	460	0	49	0
51	12	1	9	105	195	0	0	52
52	49	40	-9	382	472	0	51	0
53	37	2	5	179	269	0	0	54
54	46	4	-5	335	425	0	53	0
55	48	49	15	222	312	0	0	56
56	41	41	-15	353	443	0	55	0
57	39	27	12	49	139	0	0	58
58	8	27	-12	444	534	0	57	0
59	0	23	5	124	214	0	0	60
60	21	30	-5	412	502	0	59	0
61	23	27	7	216	306	0	0	62
62	25	10	-7	414	504	0	61	0
63	34	1	15	253	343	0	0	64
64	11	5	-15	430	520	0	63	0
65	41	19	9	72	162	0	0	66
66	25	10	-9	296	386	0	65	0
67	21	44	8	225	315	0	0	68
68	12	6	-8	437	527	0	67	0
69	14	31	9	67	157	0	0	70
70	29	27	-9	459	549	0	69	0
71	48	20	11	170	260	0	0	72
72	42	20	-11	304	394	0	71	0
73	6	5	10	109	199	0	0	74
74	33	23	-10	382	472	0	73	0
75	31	4	14	272	362	0	0	76
76	41	27	-14	453	543	0	75	0
77	39	29	5	149	239	0	0	78
78	6	13	-5	397	487	0	77	0
79	29	20	14	27	117	0	0	80
80	2	30	-14	273	363	0	79	0
81	2	31	7	252	342	0	0	82
82	7	46	-7	411	501	0	81	0
83	21	1	15	134	224	0	0	84
84	31	41	-15	434	524	0	83	0
85	21	6	10	208	298	0	0	86
86	38	40	-10	416	506	0	85	0
87	8	35	10	136	226	0	0	88
88	40	22	-10	336	426	0	87	0
89	48	28	9	106	196	0	0	90
90	29	11	-9	410	500	0	89	0
91	25	47	7	211	301	0	0	92
92	37	15	-7	414	504	0	91	0
93	28	12	11	339	429	0	0	94
94	31	20	-11	482	572	0	93	0
95	33	33	14	288	378	0	0	96
96	36	40	-14	407	497	0	95	0
97	14	43	5	181	271	0	0	98
98	33	24	-5	392	482	0	97	0
99	22	44	9	225	315	0	0	100
100	48	40	-9	426	516	0	99	0
