task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	33	23	5	164	209	0	0	2
2	7	30	-5	444	489	0	1	0
3	20	44	14	214	259	0	0	4
4	49	7	-14	412	457	0	3	0
5	32	27	12	82	127	0	0	6
6	4	0	-12	247	292	0	5	0
7	41	8	8	275	320	0	0	8
8	9	40	-8	474	519	0	7	0
9	7	43	10	276	321	0	0	10
10	11	10	-10	485	530	0	9	0
11	47	47	15	205	250	0	0	12
12	0	2	-15	452	497	0	11	0
13	28	50	15	152	197	0	0	14
14	3	12	-15	476	521	0	13	0
15	19	40	6	207	252	0	0	16
16	37	45	-6	360	405	0	15	0
17	44	37	8	136	181	0	0	18
18	3	14	-8	324	369	0	17	0
19	47	46	6	262	307	0	0	20
20	49	3	-6	441	486	0	19	0
21	43	35	6	93	138	0	0	22
22	8	20	-6	390	435	0	21	0
23	40	25	6	328	373	0	0	24
24	35	37	-6	445	490	0	23	0
25	17	3	6	175	220	0	0	26
26	4	39	-6	452	497	0	25	0
27	20	14	15	243	288	0	0	28
28	9	6	-15	379	424	0	27	0
29	24	39	15	322	367	0	0	30
30	26	24	-15	494	539	0	29	0
31	44	2	11	299	344	0	0	32
32	20	37	-11	513	558	0	31	0
33	40	20	7	111	156	0	0	34
34	22	20	-7	523	568	0	33	0
35	18	26	7	253	298	0	0	36
36	14	32	-7	395	440	0	35	0
37	23	6	11	272	317	0	0	38
38	46	2	-11	458	503	0	37	0
39	4	23	15	303	348	0	0	40
40	16	1	-15	446	491	0	39	0
41	17	26	15	54	99	0	0	42
42	16	49	-15	231	276	0	41	0
43	48	30	11	87	132	0	0	44
44	23	25	-11	464	509	0	43	0
45	21	18	13	251	296	0	0	46
46	25	26	-13	372	417	0	45	0
47	29	45	9	88	133	0	0	48
48	43	8	-9	338	383	0	47	0
49	23	36	9	37	82	0	0	50
50	6	7	-9	434	479	0	49	0
51	3	18	13	96	141	0	0	52
52	50	37	-13	455	500	0	51	0
53	42	41	5	376	421	0	0	54
54	48	27	-5	475	520	0	53	0
55	2	48	5	337	382	0	0	56
56	26	15	-5	523	568	0	55	0
57	13	26	12	86	131	0	0	58
58	36	20	-12	471	516	0	57	0
59	44	0	13	203	248	0	0	60
60	12	12	-13	440	485	0	59	0
61	6	40	12	106	151	0	0	62
62	5	21	-12	452	497	0	61	0
63	35	22	7	336	381	0	0	64
64	34	14	-7	453	498	0	63	0
65	22	9	6	159	204	0	0	66
66	12	0	-6	370	415	0	65	0
67	47	20	14	179	224	0	0	68
68	39	15	-14	340	385	0	67	0
69	9	4	8	326	371	0	0	70
70	37	11	-8	465	510	0	69	0
71	26	34	6	191	236	0	0	72
72	46	9	-6	343	388	0	71	0
73	15	19	8	131	176	0	0	74
74	17	24	-8	512	557	0	73	0
75	11	10	10	176	221	0	0	76
76	46	15	-10	470	515	0	75	0
77	39	16	9	193	238	0	0	78
78	37	31	-9	449	494	0	77	0
79	17	13	10	315	360	0	0	80
80	7	47	-10	468	513	0	79	0
81	25	19	14	124	169	0	0	82
82	46	46	-14	355	400	0	81	0
83	41	13	7	296	341	0	0	84
84	33	20	-7	521	566	0	83	0
85	14	18	14	329	374	0	0	86
86	37	4	-14	469	514	0	85	0
87	14	5	10	282	327	0	0	88
88	40	14	-10	460	505	0	87	0
89	30	50	6	371	416	0	0	90
90	45	37	-6	478	523	0	89	0
91	48	43	9	260	305	0	0	92
92	9	43	-9	465	510	0	91	0
93	19	27	12	99	144	0	0	94
94	13	26	-12	467	512	0	93	0
95	1	35	12	244	289	0	0	96
96	3	49	-12	394	439	0	95	0
97	37	17	9	271	316	0	0	98
98	20	27	-9	414	459	0	97	0
99	19	28	12	212	257	0	0	100
100	21	40	-12	454	499	0	99	0
