task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	13	31	5	168	258	0	0	2
2	22	18	-5	483	573	0	1	0
3	27	34	6	140	230	0	0	4
4	50	44	-6	316	406	0	3	0
5	45	37	12	162	252	0	0	6
6	31	3	-12	420	510	0	5	0
7	23	27	8	91	181	0	0	8
8	35	17	-8	414	504	0	7	0
9	3	1	13	213	303	0	0	10
10	23	9	-13	445	535	0	9	0
11	22	35	13	69	159	0	0	12
12	39	27	-13	269	359	0	11	0
13	27	12	14	68	158	0	0	14
14	1	39	-14	312	402	0	13	0
15	23	41	8	129	219	0	0	16
16	5	22	-8	377	467	0	15	0
17	37	46	5	128	218	0	0	18
18	5	4	-5	393	483	0	17	0
19	4	26	11	220	310	0	0	20
20	16	47	-11	437	527	0	19	0
21	33	42	14	168	258	0	0	22
22	14	50	-14	402	492	0	21	0
23	6	47	5	137	227	0	0	24
24	40	17	-5	396	486	0	23	0
25	29	34	6	229	319	0	0	26
26	12	28	-6	445	535	0	25	0
27	19	29	11	350	440	0	0	28
28	30	26	-11	493	583	0	27	0
29	14	27	5	179	269	0	0	30
30	49	2	-5	409	499	0	29	0
31	35	16	8	213	303	0	0	32
32	2	12	-8	409	499	0	31	0
33	25	47	10	118	208	0	0	34
34	36	22	-10	317	407	0	33	0
35	11	15	15	273	363	0	0	36
36	29	22	-15	430	520	0	35	0
37	34	24	12	127	217	0	0	38
38	24	38	-12	277	367	0	37	0
39	23	13	10	131	221	0	0	40
40	9	11	-10	376	466	0	39	0
41	47	3	15	100	190	0	0	42
42	46	25	-15	321	411	0	41	0
43	47	16	14	122	212	0	0	44
44	18	49	-14	408	498	0	43	0
45	20	31	14	230	320	0	0	46
46	38	49	-14	400	490	0	45	0
47	20	11	5	53	143	0	0	48
48	44	16	-5	433	523	0	47	0
49	16	47	6	236	326	0	0	50
50	21	11	-6	451	541	0	49	0
51	19	25	8	238	328	0	0	52
52	31	42	-8	392	482	0	51	0
53	18	36	12	130	220	0	0	54
54	11	14	-12	358	448	0	53	0
55	43	13	8	240	330	0	0	56
56	31	28	-8	439	529	0	55	0
57	29	38	15	103	193	0	0	58
58	8	11	-15	324	414	0	57	0
59	31	38	8	84	174	0	0	60
60	49	29	-8	265	355	0	59	0
61	31	11	8	61	151	0	0	62
62	10	45	-8	419	509	0	61	0
63	4	3	13	108	198	0	0	64
64	7	6	-13	390	480	0	63	0
65	33	21	11	85	175	0	0	66
66	34	47	-11	286	376	0	65	0
67	13	45	12	270	360	0	0	68
68	14	29	-12	419	509	0	67	0
69	29	40	6	305	395	0	0	70
70	30	21	-6	484	574	0	69	0
71	5	47	11	145	235	0	0	72
72	6	15	-11	402	492	0	71	0
73	13	37	14	174	264	0	0	74
74	12	38	-14	392	482	0	73	0
75	49	13	14	87	177	0	0	76
76	22	27	-14	311	401	0	75	0
77	42	27	8	106	196	0	0	78
78	39	45	-8	283	373	0	77	0
79	7	4	6	217	307	0	0	80
80	1	15	-6	406	496	0	79	0
81	38	33	13	158	248	0	0	82
82	1	47	-13	390	480	0	81	0
83	3	12	10	184	274	0	0	84
84	30	13	-10	377	467	0	83	0
85	6	39	9	224	314	0	0	86
86	45	40	-9	433	523	0	85	0
87	32	50	15	195	285	0	0	88
88	18	43	-15	346	436	0	87	0
89	10	10	15	181	271	0	0	90
90	39	34	-15	433	523	0	89	0
91	8	11	8	112	202	0	0	92
92	2	27	-8	400	490	0	91	0
93	13	9	13	143	233	0	0	94
94	10	1	-13	402	492	0	93	0
95	17	12	12	195	285	0	0	96
96	21	49	-12	431	521	0	95	0
97	41	6	8	132	222	0	0	98
98	3	16	-8	411	501	0	97	0
99	39	33	7	167	257	0	0	100
100	6	8	-7	389	479	0	99	0
