task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	47	12	20	193	283	0	0	2
2	15	23	-20	454	544	0	1	0
3	12	39	7	135	225	0	0	4
4	4	14	-7	387	477	0	3	0
5	1	33	10	312	402	0	0	6
6	12	20	-10	454	544	0	5	0
7	16	9	19	104	194	0	0	8
8	41	38	-19	384	474	0	7	0
9	32	47	19	96	186	0	0	10
10	7	24	-19	428	518	0	9	0
11	48	7	6	111	201	0	0	12
12	3	45	-6	385	475	0	11	0
13	46	29	17	95	185	0	0	14
14	40	32	-17	235	325	0	13	0
15	0	5	7	149	239	0	0	16
16	10	45	-7	400	490	0	15	0
17	33	43	15	120	210	0	0	18
18	19	30	-15	460	550	0	17	0
19	45	3	9	184	274	0	0	20
20	45	28	-9	443	533	0	19	0
21	27	26	15	42	132	0	0	22
22	39	43	-15	269	359	0	21	0
23	34	39	15	147	237	0	0	24
24	44	17	-15	364	454	0	23	0
25	22	21	18	73	163	0	0	26
26	12	23	-18	277	367	0	25	0
27	30	13	16	210	300	0	0	28
28	40	47	-16	420	510	0	27	0
29	42	24	14	324	414	0	0	30
30	23	17	-14	478	568	0	29	0
31	35	3	6	205	295	0	0	32
32	31	16	-6	427	517	0	31	0
33	33	0	19	190	280	0	0	34
34	38	48	-19	427	517	0	33	0
35	26	5	7	181	271	0	0	36
36	10	47	-7	417	507	0	35	0
37	35	27	14	183	273	0	0	38
38	2	42	-14	401	491	0	37	0
39	6	20	7	130	220	0	0	40
40	1	31	-7	392	482	0	39	0
41	43	49	10	171	261	0	0	42
42	21	17	-10	433	523	0	41	0
43	28	12	10	72	162	0	0	44
44	15	13	-10	443	533	0	43	0
45	3	6	6	174	264	0	0	46
46	43	37	-6	440	530	0	45	0
47	22	28	19	312	402	0	0	48
48	25	28	-19	448	538	0	47	0
49	33	22	13	79	169	0	0	50
50	15	7	-13	403	493	0	49	0
51	29	1	8	217	307	0	0	52
52	11	4	-8	374	464	0	51	0
53	38	8	17	83	173	0	0	54
54	7	15	-17	307	397	0	53	0
55	33	9	9	244	334	0	0	56
56	41	22	-9	429	519	0	55	0
57	41	34	20	111	201	0	0	58
58	25	26	-20	349	439	0	57	0
59	12	32	13	51	141	0	0	60
60	20	1	-13	335	425	0	59	0
61	22	28	19	76	166	0	0	62
62	44	46	-19	367	457	0	61	0
63	25	42	13	52	142	0	0	64
64	8	32	-13	217	307	0	63	0
65	44	6	16	120	210	0	0	66
66	12	49	-16	393	483	0	65	0
67	35	48	15	207	297	0	0	68
68	4	17	-15	439	529	0	67	0
69	22	45	5	244	334	0	0	70
70	35	12	-5	455	545	0	69	0
71	7	38	7	169	259	0	0	72
72	49	21	-7	433	523	0	71	0
73	19	40	13	74	164	0	0	74
74	6	17	-13	291	381	0	73	0
75	29	41	5	131	221	0	0	76
76	13	15	-5	391	481	0	75	0
77	38	6	6	107	197	0	0	78
78	5	5	-6	389	479	0	77	0
79	37	21	6	166	256	0	0	80
80	39	20	-6	293	383	0	79	0
81	9	43	14	79	169	0	0	82
82	10	14	-14	422	512	0	81	0
83	10	25	13	316	406	0	0	84
84	7	35	-13	445	535	0	83	0
85	41	21	7	134	224	0	0	86
86	40	11	-7	319	409	0	85	0
87	8	10	10	216	306	0	0	88
88	3	23	-10	424	514	0	87	0
89	49	40	16	302	392	0	0	90
90	29	33	-16	470	560	0	89	0
91	4	18	7	321	411	0	0	92
92	24	32	-7	485	575	0	91	0
93	25	17	16	143	233	0	0	94
94	0	12	-16	341	431	0	93	0
95	35	13	9	257	347	0	0	96
96	9	35	-9	450	540	0	95	0
97	27	30	14	110	200	0	0	98
98	49	22	-14	287	377	0	97	0
99	14	5	12	130	220	0	0	100
100	6	42	-12	405	495	0	99	0
