task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	33	34	17	112	157	0	0	2
2	8	16	-17	387	432	0	1	0
3	37	33	10	158	203	0	0	4
4	36	1	-10	387	432	0	3	0
5	14	40	15	142	187	0	0	6
6	35	32	-15	337	382	0	5	0
7	19	42	18	96	141	0	0	8
8	38	1	-18	346	391	0	7	0
9	2	10	17	230	275	0	0	10
10	41	50	-17	460	505	0	9	0
11	14	44	8	331	376	0	0	12
12	15	19	-8	479	524	0	11	0
13	15	36	16	230	275	0	0	14
14	3	22	-16	348	393	0	13	0
15	18	18	9	44	89	0	0	16
16	48	14	-9	233	278	0	15	0
17	49	39	12	131	176	0	0	18
18	18	6	-12	393	438	0	17	0
19	43	34	15	130	175	0	0	20
20	26	43	-15	362	407	0	19	0
21	33	37	12	85	130	0	0	22
22	33	30	-12	249	294	0	21	0
23	43	7	11	366	411	0	0	24
24	29	29	-11	489	534	0	23	0
25	38	47	19	386	431	0	0	26
26	35	29	-19	518	563	0	25	0
27	17	49	11	341	386	0	0	28
28	40	19	-11	503	548	0	27	0
29	21	28	19	372	417	0	0	30
30	13	25	-19	444	489	0	29	0
31	49	2	12	157	202	0	0	32
32	41	45	-12	434	479	0	31	0
33	7	42	5	79	124	0	0	34
34	21	43	-5	197	242	0	33	0
35	25	42	14	163	208	0	0	36
36	24	5	-14	380	425	0	35	0
37	44	19	8	226	271	0	0	38
38	15	37	-8	501	546	0	37	0
39	1	23	18	188	233	0	0	40
40	38	37	-18	385	430	0	39	0
41	43	9	15	240	285	0	0	42
42	43	25	-15	496	541	0	41	0
43	16	28	17	230	275	0	0	44
44	20	1	-17	454	499	0	43	0
45	21	11	16	83	128	0	0	46
46	10	24	-16	323	368	0	45	0
47	14	9	9	180	225	0	0	48
48	3	43	-9	363	408	0	47	0
49	18	25	18	39	84	0	0	50
50	23	19	-18	227	272	0	49	0
51	46	40	15	279	324	0	0	52
52	39	43	-15	368	413	0	51	0
53	33	32	19	363	408	0	0	54
54	8	35	-19	484	529	0	53	0
55	2	46	17	146	191	0	0	56
56	29	3	-17	374	419	0	55	0
57	40	11	13	275	320	0	0	58
58	28	4	-13	443	488	0	57	0
59	35	8	15	242	287	0	0	60
60	36	29	-15	423	468	0	59	0
61	8	34	7	226	271	0	0	62
62	31	10	-7	460	505	0	61	0
63	10	46	18	291	336	0	0	64
64	6	12	-18	440	485	0	63	0
65	13	33	12	164	209	0	0	66
66	47	44	-12	348	393	0	65	0
67	3	46	5	197	242	0	0	68
68	28	38	-5	439	484	0	67	0
69	9	5	11	186	231	0	0	70
70	2	32	-11	463	508	0	69	0
71	42	26	13	410	455	0	0	72
72	40	19	-13	504	549	0	71	0
73	17	34	19	210	255	0	0	74
74	33	31	-19	454	499	0	73	0
75	16	24	8	221	266	0	0	76
76	19	17	-8	488	533	0	75	0
77	43	46	7	247	292	0	0	78
78	41	10	-7	420	465	0	77	0
79	30	3	16	113	158	0	0	80
80	19	15	-16	226	271	0	79	0
81	8	38	17	193	238	0	0	82
82	39	42	-17	413	458	0	81	0
83	13	2	13	310	355	0	0	84
84	30	20	-13	471	516	0	83	0
85	33	18	16	61	106	0	0	86
86	21	37	-16	333	378	0	85	0
87	11	44	13	121	166	0	0	88
88	6	39	-13	356	401	0	87	0
89	46	35	11	361	406	0	0	90
90	46	41	-11	454	499	0	89	0
91	4	7	7	220	265	0	0	92
92	4	34	-7	403	448	0	91	0
93	30	14	19	112	157	0	0	94
94	27	8	-19	297	342	0	93	0
95	27	11	14	407	452	0	0	96
96	25	15	-14	505	550	0	95	0
97	8	28	7	229	274	0	0	98
98	44	29	-7	427	472	0	97	0
99	17	44	19	231	276	0	0	100
100	5	5	-19	419	464	0	99	0
