task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	33	36	13	449	494	0	0	2
2	22	30	-13	535	580	0	1	0
3	36	19	12	209	254	0	0	4
4	23	40	-12	502	547	0	3	0
5	37	21	13	355	400	0	0	6
6	33	11	-13	490	535	0	5	0
7	42	24	7	351	396	0	0	8
8	32	16	-7	444	489	0	7	0
9	29	12	8	263	308	0	0	10
10	20	48	-8	470	515	0	9	0
11	23	48	9	258	303	0	0	12
12	10	30	-9	460	505	0	11	0
13	22	42	15	310	355	0	0	14
14	41	21	-15	464	509	0	13	0
15	6	49	12	163	208	0	0	16
16	0	7	-12	412	457	0	15	0
17	12	25	5	46	91	0	0	18
18	3	25	-5	334	379	0	17	0
19	13	32	7	163	208	0	0	20
20	46	11	-7	386	431	0	19	0
21	34	29	13	82	127	0	0	22
22	32	3	-13	415	460	0	21	0
23	4	42	14	161	206	0	0	24
24	13	36	-14	427	472	0	23	0
25	24	17	8	298	343	0	0	26
26	45	13	-8	416	461	0	25	0
27	37	31	7	149	194	0	0	28
28	43	9	-7	353	398	0	27	0
29	13	13	12	117	162	0	0	30
30	36	33	-12	475	520	0	29	0
31	7	37	13	82	127	0	0	32
32	39	32	-13	304	349	0	31	0
33	31	35	13	418	463	0	0	34
34	24	30	-13	489	534	0	33	0
35	47	12	10	355	400	0	0	36
36	12	20	-10	510	555	0	35	0
37	10	29	6	416	461	0	0	38
38	8	38	-6	489	534	0	37	0
39	41	26	5	450	495	0	0	40
40	39	29	-5	510	555	0	39	0
41	39	29	10	368	413	0	0	42
42	33	46	-10	469	514	0	41	0
43	46	1	10	203	248	0	0	44
44	35	17	-10	487	532	0	43	0
45	15	3	11	208	253	0	0	46
46	3	41	-11	376	421	0	45	0
47	34	23	14	277	322	0	0	48
48	8	34	-14	483	528	0	47	0
49	12	15	15	259	304	0	0	50
50	50	4	-15	432	477	0	49	0
51	11	27	6	178	223	0	0	52
52	1	29	-6	452	497	0	51	0
53	10	36	6	272	317	0	0	54
54	5	38	-6	425	470	0	53	0
55	20	28	9	143	188	0	0	56
56	6	48	-9	461	506	0	55	0
57	23	18	12	257	302	0	0	58
58	14	11	-12	379	424	0	57	0
59	22	5	11	179	224	0	0	60
60	30	22	-11	521	566	0	59	0
61	44	46	14	196	241	0	0	62
62	1	5	-14	444	489	0	61	0
63	39	19	12	299	344	0	0	64
64	6	3	-12	458	503	0	63	0
65	6	10	11	219	264	0	0	66
66	46	35	-11	457	502	0	65	0
67	42	32	12	334	379	0	0	68
68	32	31	-12	512	557	0	67	0
69	5	4	10	362	407	0	0	70
70	20	11	-10	474	519	0	69	0
71	48	1	13	199	244	0	0	72
72	9	42	-13	460	505	0	71	0
73	14	19	14	228	273	0	0	74
74	44	40	-14	459	504	0	73	0
75	39	41	8	277	322	0	0	76
76	24	4	-8	462	507	0	75	0
77	9	4	13	334	379	0	0	78
78	35	33	-13	503	548	0	77	0
79	25	40	15	344	389	0	0	80
80	6	28	-15	495	540	0	79	0
81	42	2	10	189	234	0	0	82
82	50	46	-10	385	430	0	81	0
83	30	11	15	323	368	0	0	84
84	17	18	-15	505	550	0	83	0
85	47	25	14	187	232	0	0	86
86	16	4	-14	457	502	0	85	0
87	6	15	13	325	370	0	0	88
88	1	28	-13	458	503	0	87	0
89	44	16	5	204	249	0	0	90
90	1	42	-5	453	498	0	89	0
91	36	28	8	48	93	0	0	92
92	10	47	-8	460	505	0	91	0
93	50	45	11	196	241	0	0	94
94	9	47	-11	467	512	0	93	0
95	20	11	15	174	219	0	0	96
96	27	24	-15	532	577	0	95	0
97	1	30	6	199	244	0	0	98
98	29	4	-6	424	469	0	97	0
99	33	46	14	186	231	0	0	100
100	29	33	-14	525	570	0	99	0
