task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	27	49	9	373	418	0	0	2
2	35	28	-9	493	538	0	1	0
3	24	3	7	82	127	0	0	4
4	30	42	-7	327	372	0	3	0
5	24	17	13	166	211	0	0	6
6	48	18	-13	352	397	0	5	0
7	19	23	10	86	131	0	0	8
8	32	15	-10	378	423	0	7	0
9	17	14	15	114	159	0	0	10
10	47	10	-15	425	470	0	9	0
11	40	3	15	339	384	0	0	12
12	29	16	-15	518	563	0	11	0
13	10	33	13	266	311	0	0	14
14	36	28	-13	476	521	0	13	0
15	44	27	8	179	224	0	0	16
16	4	37	-8	444	489	0	15	0
17	27	35	10	36	81	0	0	18
18	38	27	-10	388	433	0	17	0
19	37	7	5	341	386	0	0	20
20	42	14	-5	424	469	0	19	0
21	29	9	10	257	302	0	0	22
22	5	18	-10	424	469	0	21	0
23	28	24	8	161	206	0	0	24
24	20	9	-8	422	467	0	23	0
25	20	10	12	244	289	0	0	26
26	7	27	-12	387	432	0	25	0
27	1	9	14	169	214	0	0	28
28	11	26	-14	356	401	0	27	0
29	34	32	9	234	279	0	0	30
30	32	34	-9	455	500	0	29	0
31	33	16	9	89	134	0	0	32
32	11	29	-9	259	304	0	31	0
33	45	42	6	229	274	0	0	34
34	15	35	-6	371	416	0	33	0
35	17	42	13	168	213	0	0	36
36	20	6	-13	470	515	0	35	0
37	13	48	7	195	240	0	0	38
38	44	11	-7	462	507	0	37	0
39	21	40	8	71	116	0	0	40
40	31	46	-8	433	478	0	39	0
41	37	4	6	144	189	0	0	42
42	21	49	-6	359	404	0	41	0
43	20	47	14	342	387	0	0	44
44	24	13	-14	516	561	0	43	0
45	17	3	5	288	333	0	0	46
46	25	6	-5	385	430	0	45	0
47	11	28	12	137	182	0	0	48
48	4	41	-12	228	273	0	47	0
49	23	7	12	196	241	0	0	50
50	31	8	-12	382	427	0	49	0
51	36	10	7	95	140	0	0	52
52	25	44	-7	480	525	0	51	0
53	47	11	9	90	135	0	0	54
54	29	14	-9	241	286	0	53	0
55	13	26	7	253	298	0	0	56
56	38	15	-7	440	485	0	55	0
57	15	18	5	59	104	0	0	58
58	41	21	-5	323	368	0	57	0
59	26	42	8	146	191	0	0	60
60	36	5	-8	407	452	0	59	0
61	16	11	6	180	225	0	0	62
62	1	38	-6	359	404	0	61	0
63	26	33	9	259	304	0	0	64
64	30	30	-9	343	388	0	63	0
65	7	44	10	287	332	0	0	66
66	50	38	-10	466	511	0	65	0
67	32	12	10	320	365	0	0	68
68	7	21	-10	460	505	0	67	0
69	45	26	5	237	282	0	0	70
70	43	21	-5	356	401	0	69	0
71	40	9	12	171	216	0	0	72
72	19	40	-12	474	519	0	71	0
73	20	36	12	124	169	0	0	74
74	41	22	-12	259	304	0	73	0
75	39	39	12	295	340	0	0	76
76	38	43	-12	394	439	0	75	0
77	20	27	6	331	376	0	0	78
78	2	29	-6	470	515	0	77	0
79	47	34	8	270	315	0	0	80
80	22	46	-8	413	458	0	79	0
81	27	17	13	191	236	0	0	82
82	29	15	-13	345	390	0	81	0
83	38	43	8	258	303	0	0	84
84	17	36	-8	479	524	0	83	0
85	26	30	5	299	344	0	0	86
86	35	1	-5	476	521	0	85	0
87	36	33	15	324	369	0	0	88
88	34	13	-15	447	492	0	87	0
89	49	32	10	139	184	0	0	90
90	16	49	-10	334	379	0	89	0
91	19	47	13	81	126	0	0	92
92	46	9	-13	463	508	0	91	0
93	31	48	13	177	222	0	0	94
94	33	41	-13	337	382	0	93	0
95	18	26	8	377	422	0	0	96
96	17	20	-8	495	540	0	95	0
97	15	7	15	247	292	0	0	98
98	13	22	-15	417	462	0	97	0
99	11	43	6	255	300	0	0	100
100	6	24	-6	474	519	0	99	0
