task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	47	31	12	386	431	0	0	2
2	19	34	-12	521	566	0	1	0
3	28	24	17	251	296	0	0	4
4	30	37	-17	457	502	0	3	0
5	32	41	13	70	115	0	0	6
6	2	49	-13	422	467	0	5	0
7	6	48	10	167	212	0	0	8
8	12	16	-10	501	546	0	7	0
9	19	33	14	372	417	0	0	10
10	35	27	-14	469	514	0	9	0
11	1	49	11	273	318	0	0	12
12	39	8	-11	488	533	0	11	0
13	10	0	11	133	178	0	0	14
14	43	2	-11	350	395	0	13	0
15	16	28	19	235	280	0	0	16
16	33	4	-19	390	435	0	15	0
17	34	24	12	31	76	0	0	18
18	46	45	-12	439	484	0	17	0
19	15	28	11	226	271	0	0	20
20	44	42	-11	460	505	0	19	0
21	25	31	8	319	364	0	0	22
22	47	15	-8	451	496	0	21	0
23	4	6	7	87	132	0	0	24
24	47	47	-7	442	487	0	23	0
25	30	11	5	53	98	0	0	26
26	18	5	-5	352	397	0	25	0
27	28	10	19	341	386	0	0	28
28	19	23	-19	487	532	0	27	0
29	15	48	6	139	184	0	0	30
30	2	18	-6	475	520	0	29	0
31	28	2	16	189	234	0	0	32
32	47	42	-16	454	499	0	31	0
33	18	48	6	117	162	0	0	34
34	31	36	-6	273	318	0	33	0
35	12	15	20	109	154	0	0	36
36	9	10	-20	463	508	0	35	0
37	37	10	15	413	458	0	0	38
38	39	12	-15	490	535	0	37	0
39	46	47	8	106	151	0	0	40
40	6	45	-8	314	359	0	39	0
41	13	14	5	83	128	0	0	42
42	18	37	-5	493	538	0	41	0
43	46	38	12	116	161	0	0	44
44	18	48	-12	462	507	0	43	0
45	25	7	20	301	346	0	0	46
46	26	23	-20	493	538	0	45	0
47	47	0	15	262	307	0	0	48
48	44	40	-15	442	487	0	47	0
49	2	8	11	248	293	0	0	50
50	50	18	-11	465	510	0	49	0
51	18	47	17	116	161	0	0	52
52	18	27	-17	313	358	0	51	0
53	42	9	6	173	218	0	0	54
54	36	29	-6	454	499	0	53	0
55	17	41	18	338	383	0	0	56
56	8	43	-18	475	520	0	55	0
57	29	19	15	354	399	0	0	58
58	7	14	-15	471	516	0	57	0
59	36	47	9	95	140	0	0	60
60	30	35	-9	264	309	0	59	0
61	26	15	16	276	321	0	0	62
62	28	5	-16	432	477	0	61	0
63	32	29	17	249	294	0	0	64
64	48	49	-17	384	429	0	63	0
65	20	27	12	122	167	0	0	66
66	15	3	-12	253	298	0	65	0
67	37	41	9	234	279	0	0	68
68	2	45	-9	423	468	0	67	0
69	2	27	12	155	200	0	0	70
70	28	31	-12	506	551	0	69	0
71	26	4	16	244	289	0	0	72
72	47	14	-16	384	429	0	71	0
73	31	13	8	373	418	0	0	74
74	12	26	-8	511	556	0	73	0
75	1	33	7	201	246	0	0	76
76	7	38	-7	388	433	0	75	0
77	36	38	8	120	165	0	0	78
78	10	33	-8	351	396	0	77	0
79	27	24	18	44	89	0	0	80
80	34	10	-18	378	423	0	79	0
81	8	13	14	113	158	0	0	82
82	48	18	-14	289	334	0	81	0
83	38	14	20	133	178	0	0	84
84	9	26	-20	306	351	0	83	0
85	6	14	11	255	300	0	0	86
86	45	5	-11	464	509	0	85	0
87	28	7	13	220	265	0	0	88
88	50	28	-13	389	434	0	87	0
89	6	20	10	135	180	0	0	90
90	15	37	-10	350	395	0	89	0
91	16	40	17	168	213	0	0	92
92	11	46	-17	375	420	0	91	0
93	9	26	13	146	191	0	0	94
94	15	35	-13	402	447	0	93	0
95	39	44	15	301	346	0	0	96
96	48	22	-15	429	474	0	95	0
97	19	40	14	94	139	0	0	98
98	15	13	-14	251	296	0	97	0
99	33	2	13	131	176	0	0	100
100	49	44	-13	436	481	0	99	0
