task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	4	42	10	160	250	0	0	2
2	25	3	-10	399	489	0	1	0
3	46	27	11	224	314	0	0	4
4	26	43	-11	433	523	0	3	0
5	40	37	16	270	360	0	0	6
6	17	16	-16	460	550	0	5	0
7	45	0	6	259	349	0	0	8
8	38	0	-6	384	474	0	7	0
9	0	10	18	146	236	0	0	10
10	1	29	-18	391	481	0	9	0
11	40	3	8	101	191	0	0	12
12	41	8	-8	299	389	0	11	0
13	26	42	6	126	216	0	0	14
14	21	17	-6	346	436	0	13	0
15	14	30	10	78	168	0	0	16
16	47	50	-10	293	383	0	15	0
17	14	22	13	103	193	0	0	18
18	24	49	-13	404	494	0	17	0
19	1	27	13	265	355	0	0	20
20	15	25	-13	430	520	0	19	0
21	33	15	8	82	172	0	0	22
22	42	47	-8	307	397	0	21	0
23	0	16	10	82	172	0	0	24
24	33	36	-10	299	389	0	23	0
25	29	18	10	206	296	0	0	26
26	14	29	-10	395	485	0	25	0
27	28	26	17	228	318	0	0	28
28	25	18	-17	477	567	0	27	0
29	48	5	10	99	189	0	0	30
30	48	19	-10	285	375	0	29	0
31	14	11	17	238	328	0	0	32
32	28	44	-17	442	532	0	31	0
33	28	24	15	201	291	0	0	34
34	31	35	-15	461	551	0	33	0
35	11	15	19	106	196	0	0	36
36	6	16	-19	244	334	0	35	0
37	20	17	15	248	338	0	0	38
38	39	7	-15	406	496	0	37	0
39	47	6	17	187	277	0	0	40
40	10	29	-17	439	529	0	39	0
41	49	25	10	76	166	0	0	42
42	2	41	-10	424	514	0	41	0
43	3	35	7	294	384	0	0	44
44	16	25	-7	443	533	0	43	0
45	29	21	11	28	118	0	0	46
46	36	4	-11	359	449	0	45	0
47	9	33	6	127	217	0	0	48
48	16	43	-6	431	521	0	47	0
49	42	16	9	343	433	0	0	50
50	24	21	-9	493	583	0	49	0
51	44	2	9	163	253	0	0	52
52	4	14	-9	417	507	0	51	0
53	29	4	14	129	219	0	0	54
54	49	4	-14	357	447	0	53	0
55	6	43	13	113	203	0	0	56
56	41	42	-13	423	513	0	55	0
57	35	34	17	169	259	0	0	58
58	21	31	-17	333	423	0	57	0
59	1	22	6	201	291	0	0	60
60	38	36	-6	436	526	0	59	0
61	37	30	19	194	284	0	0	62
62	30	41	-19	433	523	0	61	0
63	38	25	6	300	390	0	0	64
64	41	9	-6	441	531	0	63	0
65	41	22	15	268	358	0	0	66
66	49	17	-15	432	522	0	65	0
67	43	16	9	152	242	0	0	68
68	43	47	-9	413	503	0	67	0
69	18	24	11	259	349	0	0	70
70	28	40	-11	441	531	0	69	0
71	18	1	7	221	311	0	0	72
72	26	21	-7	391	481	0	71	0
73	47	41	12	194	284	0	0	74
74	36	1	-12	429	519	0	73	0
75	16	2	17	292	382	0	0	76
76	31	12	-17	446	536	0	75	0
77	1	9	9	238	328	0	0	78
78	37	28	-9	464	554	0	77	0
79	37	50	16	131	221	0	0	80
80	2	12	-16	391	481	0	79	0
81	35	28	7	146	236	0	0	82
82	20	34	-7	471	561	0	81	0
83	49	24	5	125	215	0	0	84
84	6	2	-5	409	499	0	83	0
85	46	12	18	139	229	0	0	86
86	48	35	-18	433	523	0	85	0
87	27	23	5	206	296	0	0	88
88	50	7	-5	414	504	0	87	0
89	46	7	8	204	294	0	0	90
90	41	8	-8	398	488	0	89	0
91	22	16	9	246	336	0	0	92
92	44	5	-9	415	505	0	91	0
93	1	30	10	103	193	0	0	94
94	44	46	-10	342	432	0	93	0
95	35	3	10	264	354	0	0	96
96	28	26	-10	478	568	0	95	0
97	3	18	20	161	251	0	0	98
98	34	21	-20	432	522	0	97	0
99	33	50	12	143	233	0	0	100
100	20	20	-12	444	534	0	99	0
