task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	3	21	14	106	196	0	0	2
2	34	39	-14	315	405	0	1	0
3	31	41	16	169	259	0	0	4
4	16	19	-16	469	559	0	3	0
5	21	29	13	17	107	0	0	6
6	47	41	-13	420	510	0	5	0
7	11	2	7	320	410	0	0	8
8	26	19	-7	484	574	0	7	0
9	31	11	5	179	269	0	0	10
10	44	5	-5	331	421	0	9	0
11	41	40	17	91	181	0	0	12
12	48	27	-17	411	501	0	11	0
13	10	36	5	294	384	0	0	14
14	15	17	-5	467	557	0	13	0
15	2	24	15	111	201	0	0	16
16	33	19	-15	475	565	0	15	0
17	37	43	6	170	260	0	0	18
18	33	38	-6	386	476	0	17	0
19	2	13	8	181	271	0	0	20
20	26	22	-8	398	488	0	19	0
21	38	48	9	320	410	0	0	22
22	36	48	-9	422	512	0	21	0
23	15	43	15	67	157	0	0	24
24	30	41	-15	221	311	0	23	0
25	8	8	15	281	371	0	0	26
26	10	24	-15	430	520	0	25	0
27	21	41	10	251	341	0	0	28
28	48	25	-10	440	530	0	27	0
29	38	0	5	187	277	0	0	30
30	46	37	-5	424	514	0	29	0
31	38	12	13	178	268	0	0	32
32	30	43	-13	389	479	0	31	0
33	41	15	16	121	211	0	0	34
34	45	47	-16	318	408	0	33	0
35	6	31	11	186	276	0	0	36
36	30	9	-11	455	545	0	35	0
37	38	36	11	246	336	0	0	38
38	37	19	-11	390	480	0	37	0
39	30	44	17	120	210	0	0	40
40	42	10	-17	386	476	0	39	0
41	48	47	18	113	203	0	0	42
42	15	19	-18	446	536	0	41	0
43	46	4	17	149	239	0	0	44
44	8	9	-17	429	519	0	43	0
45	10	13	7	168	258	0	0	46
46	39	48	-7	422	512	0	45	0
47	8	17	20	227	317	0	0	48
48	37	6	-20	438	528	0	47	0
49	43	32	14	174	264	0	0	50
50	2	18	-14	404	494	0	49	0
51	49	0	16	145	235	0	0	52
52	11	17	-16	360	450	0	51	0
53	5	28	19	70	160	0	0	54
54	14	49	-19	382	472	0	53	0
55	47	44	12	198	288	0	0	56
56	6	47	-12	414	504	0	55	0
57	1	2	10	215	305	0	0	58
58	6	26	-10	381	471	0	57	0
59	38	6	12	206	296	0	0	60
60	17	37	-12	447	537	0	59	0
61	40	17	7	358	448	0	0	62
62	38	19	-7	461	551	0	61	0
63	31	26	8	238	328	0	0	64
64	25	49	-8	419	509	0	63	0
65	40	13	20	62	152	0	0	66
66	10	37	-20	429	519	0	65	0
67	45	25	17	153	243	0	0	68
68	8	8	-17	379	469	0	67	0
69	27	26	16	104	194	0	0	70
70	5	11	-16	384	474	0	69	0
71	24	27	6	105	195	0	0	72
72	22	47	-6	442	532	0	71	0
73	29	12	18	151	241	0	0	74
74	4	19	-18	377	467	0	73	0
75	47	37	17	136	226	0	0	76
76	39	30	-17	439	529	0	75	0
77	46	5	20	226	316	0	0	78
78	36	22	-20	402	492	0	77	0
79	19	19	20	70	160	0	0	80
80	7	31	-20	228	318	0	79	0
81	28	18	10	104	194	0	0	82
82	22	1	-10	255	345	0	81	0
83	2	29	16	220	310	0	0	84
84	37	29	-16	445	535	0	83	0
85	35	4	6	79	169	0	0	86
86	29	23	-6	266	356	0	85	0
87	21	45	19	220	310	0	0	88
88	8	30	-19	372	462	0	87	0
89	18	27	13	221	311	0	0	90
90	44	13	-13	410	500	0	89	0
91	22	15	19	352	442	0	0	92
92	19	18	-19	461	551	0	91	0
93	46	33	13	301	391	0	0	94
94	37	40	-13	426	516	0	93	0
95	39	5	5	283	373	0	0	96
96	42	10	-5	393	483	0	95	0
97	41	36	16	116	206	0	0	98
98	6	20	-16	325	415	0	97	0
99	6	26	18	209	299	0	0	100
100	16	49	-18	424	514	0	99	0
