task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	48	33	16	250	295	0	0	2
2	38	44	-16	379	424	0	1	0
3	45	30	7	171	216	0	0	4
4	23	27	-7	387	432	0	3	0
5	11	37	15	373	418	0	0	6
6	17	15	-15	488	533	0	5	0
7	13	43	17	217	262	0	0	8
8	3	15	-17	452	497	0	7	0
9	35	46	9	105	150	0	0	10
10	36	13	-9	387	432	0	9	0
11	1	27	14	304	349	0	0	12
12	40	22	-14	507	552	0	11	0
13	3	3	12	159	204	0	0	14
14	34	10	-12	369	414	0	13	0
15	11	38	9	412	457	0	0	16
16	24	42	-9	501	546	0	15	0
17	11	48	13	309	354	0	0	18
18	7	48	-13	426	471	0	17	0
19	9	32	9	221	266	0	0	20
20	39	11	-9	466	511	0	19	0
21	35	38	7	316	361	0	0	22
22	35	23	-7	429	474	0	21	0
23	47	17	13	144	189	0	0	24
24	44	2	-13	381	426	0	23	0
25	30	6	20	248	293	0	0	26
26	48	41	-20	468	513	0	25	0
27	23	33	8	96	141	0	0	28
28	1	8	-8	393	438	0	27	0
29	17	3	12	170	215	0	0	30
30	42	49	-12	396	441	0	29	0
31	21	37	14	65	110	0	0	32
32	50	18	-14	229	274	0	31	0
33	28	28	7	356	401	0	0	34
34	34	18	-7	441	486	0	33	0
35	23	4	11	173	218	0	0	36
36	13	26	-11	319	364	0	35	0
37	33	13	6	379	424	0	0	38
38	12	29	-6	510	555	0	37	0
39	19	30	11	67	112	0	0	40
40	15	44	-11	207	252	0	39	0
41	41	20	16	242	287	0	0	42
42	18	38	-16	488	533	0	41	0
43	46	22	11	226	271	0	0	44
44	19	6	-11	483	528	0	43	0
45	3	23	14	252	297	0	0	46
46	40	45	-14	461	506	0	45	0
47	17	29	9	256	301	0	0	48
48	30	23	-9	525	570	0	47	0
49	28	14	11	149	194	0	0	50
50	5	11	-11	454	499	0	49	0
51	9	9	11	303	348	0	0	52
52	22	21	-11	443	488	0	51	0
53	35	47	19	107	152	0	0	54
54	16	40	-19	361	406	0	53	0
55	27	29	20	398	443	0	0	56
56	24	29	-20	524	569	0	55	0
57	37	26	9	112	157	0	0	58
58	32	23	-9	526	571	0	57	0
59	41	4	10	221	266	0	0	60
60	11	30	-10	471	516	0	59	0
61	33	19	20	55	100	0	0	62
62	21	31	-20	490	535	0	61	0
63	36	2	19	243	288	0	0	64
64	0	42	-19	452	497	0	63	0
65	4	6	12	145	190	0	0	66
66	18	12	-12	430	475	0	65	0
67	12	44	12	214	259	0	0	68
68	49	31	-12	434	479	0	67	0
69	33	3	14	315	360	0	0	70
70	39	39	-14	492	537	0	69	0
71	18	32	7	339	384	0	0	72
72	8	14	-7	461	506	0	71	0
73	28	12	12	48	93	0	0	74
74	20	10	-12	454	499	0	73	0
75	12	41	11	127	172	0	0	76
76	37	21	-11	357	402	0	75	0
77	2	25	17	214	259	0	0	78
78	22	43	-17	397	442	0	77	0
79	30	21	18	270	315	0	0	80
80	28	8	-18	397	442	0	79	0
81	50	27	17	301	346	0	0	82
82	30	33	-17	415	460	0	81	0
83	47	20	19	131	176	0	0	84
84	7	5	-19	306	351	0	83	0
85	29	25	19	235	280	0	0	86
86	29	2	-19	369	414	0	85	0
87	45	8	6	144	189	0	0	88
88	1	49	-6	399	444	0	87	0
89	29	40	18	233	278	0	0	90
90	40	36	-18	439	484	0	89	0
91	37	22	8	142	187	0	0	92
92	13	30	-8	433	478	0	91	0
93	34	1	17	154	199	0	0	94
94	41	28	-17	396	441	0	93	0
95	15	18	6	114	159	0	0	96
96	8	45	-6	458	503	0	95	0
97	4	41	18	195	240	0	0	98
98	26	19	-18	367	412	0	97	0
99	40	4	13	195	240	0	0	100
100	38	40	-13	422	467	0	99	0
