task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	31	2	9	264	309	0	0	2
2	37	47	-9	458	503	0	1	0
3	39	0	14	198	243	0	0	4
4	7	36	-14	421	466	0	3	0
5	35	33	20	382	427	0	0	6
6	21	13	-20	504	549	0	5	0
7	39	34	14	233	278	0	0	8
8	1	7	-14	454	499	0	7	0
9	8	16	6	87	132	0	0	10
10	13	27	-6	298	343	0	9	0
11	43	37	7	117	162	0	0	12
12	18	12	-7	327	372	0	11	0
13	5	2	10	400	445	0	0	14
14	8	1	-10	457	502	0	13	0
15	39	18	20	212	257	0	0	16
16	49	26	-20	381	426	0	15	0
17	41	14	14	86	131	0	0	18
18	37	10	-14	228	273	0	17	0
19	12	41	14	260	305	0	0	20
20	7	6	-14	417	462	0	19	0
21	2	22	11	109	154	0	0	22
22	5	32	-11	218	263	0	21	0
23	26	26	5	126	171	0	0	24
24	43	30	-5	342	387	0	23	0
25	8	21	13	408	453	0	0	26
26	8	31	-13	487	532	0	25	0
27	48	45	7	207	252	0	0	28
28	4	49	-7	413	458	0	27	0
29	40	17	8	351	396	0	0	30
30	50	17	-8	432	477	0	29	0
31	37	34	11	334	379	0	0	32
32	44	38	-11	432	477	0	31	0
33	25	33	13	42	87	0	0	34
34	25	9	-13	411	456	0	33	0
35	4	20	5	283	328	0	0	36
36	6	45	-5	460	505	0	35	0
37	3	19	15	342	387	0	0	38
38	21	19	-15	506	551	0	37	0
39	27	7	19	240	285	0	0	40
40	29	10	-19	363	408	0	39	0
41	43	38	16	247	292	0	0	42
42	4	28	-16	461	506	0	41	0
43	29	9	16	312	357	0	0	44
44	22	19	-16	475	520	0	43	0
45	37	11	16	329	374	0	0	46
46	24	43	-16	490	535	0	45	0
47	43	40	18	248	293	0	0	48
48	9	9	-18	453	498	0	47	0
49	25	18	16	255	300	0	0	50
50	1	10	-16	425	470	0	49	0
51	8	42	15	401	446	0	0	52
52	17	20	-15	525	570	0	51	0
53	17	14	20	349	394	0	0	54
54	41	35	-20	496	541	0	53	0
55	42	38	17	163	208	0	0	56
56	23	45	-17	313	358	0	55	0
57	27	43	19	101	146	0	0	58
58	28	33	-19	340	385	0	57	0
59	6	15	19	129	174	0	0	60
60	45	18	-19	419	464	0	59	0
61	16	6	17	336	381	0	0	62
62	17	40	-17	502	547	0	61	0
63	45	11	15	294	339	0	0	64
64	48	5	-15	445	490	0	63	0
65	14	40	9	72	117	0	0	66
66	46	48	-9	273	318	0	65	0
67	0	13	7	271	316	0	0	68
68	29	0	-7	477	522	0	67	0
69	49	40	16	229	274	0	0	70
70	8	13	-16	489	534	0	69	0
71	3	33	10	165	210	0	0	72
72	17	30	-10	267	312	0	71	0
73	24	44	15	200	245	0	0	74
74	38	13	-15	478	523	0	73	0
75	42	41	6	161	206	0	0	76
76	5	39	-6	375	420	0	75	0
77	19	29	7	224	269	0	0	78
78	48	7	-7	419	464	0	77	0
79	1	49	20	216	261	0	0	80
80	32	2	-20	435	480	0	79	0
81	12	20	7	64	109	0	0	82
82	8	1	-7	282	327	0	81	0
83	46	4	7	358	403	0	0	84
84	32	10	-7	487	532	0	83	0
85	25	4	9	272	317	0	0	86
86	14	15	-9	445	490	0	85	0
87	43	33	9	211	256	0	0	88
88	21	34	-9	472	517	0	87	0
89	39	45	15	162	207	0	0	90
90	8	42	-15	473	518	0	89	0
91	0	9	14	196	241	0	0	92
92	28	49	-14	458	503	0	91	0
93	36	45	8	227	272	0	0	94
94	5	4	-8	457	502	0	93	0
95	34	47	16	89	134	0	0	96
96	24	15	-16	430	475	0	95	0
97	21	1	12	186	231	0	0	98
98	24	44	-12	455	500	0	97	0
99	31	35	10	128	173	0	0	100
100	28	19	-10	390	435	0	99	0
