task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	21	4	13	270	360	0	0	2
2	32	5	-13	431	521	0	1	0
3	29	20	7	107	197	0	0	4
4	47	33	-7	384	474	0	3	0
5	35	37	7	81	171	0	0	6
6	2	23	-7	393	483	0	5	0
7	20	45	11	127	217	0	0	8
8	39	5	-11	375	465	0	7	0
9	33	35	8	302	392	0	0	10
10	20	45	-8	445	535	0	9	0
11	20	32	8	61	151	0	0	12
12	16	36	-8	367	457	0	11	0
13	29	14	11	153	243	0	0	14
14	31	7	-11	381	471	0	13	0
15	31	49	15	121	211	0	0	16
16	39	15	-15	343	433	0	15	0
17	27	1	12	155	245	0	0	18
18	43	48	-12	396	486	0	17	0
19	44	17	13	83	173	0	0	20
20	14	7	-13	317	407	0	19	0
21	13	0	15	131	221	0	0	22
22	30	38	-15	407	497	0	21	0
23	24	49	11	270	360	0	0	24
24	9	40	-11	429	519	0	23	0
25	40	40	6	187	277	0	0	26
26	9	17	-6	431	521	0	25	0
27	45	21	13	124	214	0	0	28
28	1	44	-13	385	475	0	27	0
29	36	19	10	113	203	0	0	30
30	4	30	-10	411	501	0	29	0
31	15	7	14	152	242	0	0	32
32	32	3	-14	363	453	0	31	0
33	18	36	15	139	229	0	0	34
34	29	9	-15	326	416	0	33	0
35	27	15	14	278	368	0	0	36
36	26	4	-14	413	503	0	35	0
37	47	8	10	116	206	0	0	38
38	49	48	-10	407	497	0	37	0
39	5	44	15	193	283	0	0	40
40	46	47	-15	414	504	0	39	0
41	41	47	11	196	286	0	0	42
42	6	36	-11	422	512	0	41	0
43	27	7	9	314	404	0	0	44
44	23	27	-9	498	588	0	43	0
45	28	39	7	105	195	0	0	46
46	9	22	-7	400	490	0	45	0
47	6	31	9	114	204	0	0	48
48	41	29	-9	315	405	0	47	0
49	47	45	10	244	334	0	0	50
50	38	12	-10	454	544	0	49	0
51	3	21	12	231	321	0	0	52
52	37	6	-12	437	527	0	51	0
53	13	8	13	258	348	0	0	54
54	18	36	-13	441	531	0	53	0
55	6	22	7	287	377	0	0	56
56	24	30	-7	490	580	0	55	0
57	39	25	14	99	189	0	0	58
58	46	4	-14	370	460	0	57	0
59	45	45	13	100	190	0	0	60
60	7	36	-13	381	471	0	59	0
61	30	8	5	100	190	0	0	62
62	29	11	-5	272	362	0	61	0
63	7	6	9	138	228	0	0	64
64	10	27	-9	437	527	0	63	0
65	32	30	5	83	173	0	0	66
66	30	38	-5	285	375	0	65	0
67	41	38	7	190	280	0	0	68
68	14	4	-7	429	519	0	67	0
69	10	24	11	115	205	0	0	70
70	31	6	-11	352	442	0	69	0
71	38	11	6	186	276	0	0	72
72	4	12	-6	421	511	0	71	0
73	16	33	5	42	132	0	0	74
74	24	23	-5	462	552	0	73	0
75	35	33	5	125	215	0	0	76
76	7	9	-5	437	527	0	75	0
77	24	33	6	154	244	0	0	78
78	45	24	-6	322	412	0	77	0
79	1	11	12	161	251	0	0	80
80	39	34	-12	457	547	0	79	0
81	16	24	10	82	172	0	0	82
82	47	21	-10	405	495	0	81	0
83	37	8	8	99	189	0	0	84
84	48	33	-8	417	507	0	83	0
85	40	19	7	233	323	0	0	86
86	18	47	-7	433	523	0	85	0
87	13	27	11	82	172	0	0	88
88	29	7	-11	401	491	0	87	0
89	35	0	7	271	361	0	0	90
90	21	32	-7	478	568	0	89	0
91	28	4	9	82	172	0	0	92
92	8	37	-9	423	513	0	91	0
93	5	14	10	142	232	0	0	94
94	26	17	-10	320	410	0	93	0
95	28	27	15	260	350	0	0	96
96	45	30	-15	433	523	0	95	0
97	38	45	11	161	251	0	0	98
98	39	3	-11	412	502	0	97	0
99	30	20	7	199	289	0	0	100
100	31	0	-7	373	463	0	99	0
