task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	48	28	6	157	202	0	0	2
2	40	44	-6	443	488	0	1	0
3	39	16	13	125	170	0	0	4
4	45	44	-13	361	406	0	3	0
5	36	2	11	329	374	0	0	6
6	30	42	-11	501	546	0	5	0
7	20	18	10	324	369	0	0	8
8	36	40	-10	458	503	0	7	0
9	45	0	10	116	161	0	0	10
10	38	33	-10	388	433	0	9	0
11	33	45	8	81	126	0	0	12
12	34	6	-8	344	389	0	11	0
13	13	1	5	392	437	0	0	14
14	15	21	-5	511	556	0	13	0
15	46	47	14	161	206	0	0	16
16	6	37	-14	363	408	0	15	0
17	19	25	8	262	307	0	0	18
18	14	8	-8	453	498	0	17	0
19	3	49	12	178	223	0	0	20
20	35	38	-12	330	375	0	19	0
21	4	47	12	300	345	0	0	22
22	24	35	-12	488	533	0	21	0
23	38	36	13	89	134	0	0	24
24	18	7	-13	362	407	0	23	0
25	10	2	10	151	196	0	0	26
26	31	10	-10	381	426	0	25	0
27	29	0	6	280	325	0	0	28
28	4	22	-6	439	484	0	27	0
29	42	45	15	425	470	0	0	30
30	29	31	-15	527	572	0	29	0
31	10	31	13	319	364	0	0	32
32	14	1	-13	467	512	0	31	0
33	31	49	8	176	221	0	0	34
34	49	15	-8	413	458	0	33	0
35	8	13	6	273	318	0	0	36
36	11	5	-6	478	523	0	35	0
37	9	3	7	233	278	0	0	38
38	15	34	-7	464	509	0	37	0
39	14	35	15	386	431	0	0	40
40	9	45	-15	477	522	0	39	0
41	44	19	13	255	300	0	0	42
42	2	36	-13	477	522	0	41	0
43	43	37	5	293	338	0	0	44
44	41	29	-5	399	444	0	43	0
45	14	45	7	377	422	0	0	46
46	30	34	-7	484	529	0	45	0
47	0	23	9	151	196	0	0	48
48	42	9	-9	414	459	0	47	0
49	2	43	11	179	224	0	0	50
50	20	6	-11	359	404	0	49	0
51	22	42	6	91	136	0	0	52
52	28	28	-6	328	373	0	51	0
53	45	7	6	400	445	0	0	54
54	31	24	-6	524	569	0	53	0
55	37	6	10	210	255	0	0	56
56	45	40	-10	414	459	0	55	0
57	28	45	5	211	256	0	0	58
58	46	15	-5	404	449	0	57	0
59	3	41	15	314	359	0	0	60
60	17	5	-15	487	532	0	59	0
61	12	32	10	172	217	0	0	62
62	22	47	-10	355	400	0	61	0
63	9	21	11	315	360	0	0	64
64	2	16	-11	396	441	0	63	0
65	32	30	6	259	304	0	0	66
66	34	3	-6	439	484	0	65	0
67	38	49	11	137	182	0	0	68
68	28	44	-11	394	439	0	67	0
69	39	18	10	238	283	0	0	70
70	8	28	-10	487	532	0	69	0
71	13	49	7	289	334	0	0	72
72	0	31	-7	471	516	0	71	0
73	13	39	8	140	185	0	0	74
74	28	9	-8	291	336	0	73	0
75	13	28	14	75	120	0	0	76
76	29	18	-14	511	556	0	75	0
77	45	5	14	314	359	0	0	78
78	35	25	-14	468	513	0	77	0
79	44	33	5	276	321	0	0	80
80	33	34	-5	422	467	0	79	0
81	12	35	14	383	428	0	0	82
82	29	26	-14	493	538	0	81	0
83	11	49	9	87	132	0	0	84
84	42	3	-9	454	499	0	83	0
85	32	26	11	61	106	0	0	86
86	31	26	-11	258	303	0	85	0
87	48	35	7	211	256	0	0	88
88	16	28	-7	407	452	0	87	0
89	20	30	11	186	231	0	0	90
90	17	34	-11	277	322	0	89	0
91	45	11	9	133	178	0	0	92
92	42	22	-9	251	296	0	91	0
93	1	19	13	74	119	0	0	94
94	18	34	-13	355	400	0	93	0
95	2	32	9	258	303	0	0	96
96	40	7	-9	440	485	0	95	0
97	15	48	7	256	301	0	0	98
98	24	43	-7	494	539	0	97	0
99	7	22	6	264	309	0	0	100
100	24	19	-6	418	463	0	99	0
