task	x	y	demand	a	b	service_time	pickup	delivery
0	25	25	0	0	600	0	0	0
1	27	40	9	440	485	0	0	2
2	23	35	-9	506	551	0	1	0
3	2	42	13	243	288	0	0	4
4	30	7	-13	424	469	0	3	0
5	39	16	12	342	387	0	0	6
6	21	10	-12	457	502	0	5	0
7	12	50	11	92	137	0	0	8
8	30	10	-11	433	478	0	7	0
9	42	34	5	329	374	0	0	10
10	43	16	-5	460	505	0	9	0
11	22	11	5	335	380	0	0	12
12	22	25	-5	474	519	0	11	0
13	35	4	8	169	214	0	0	14
14	21	12	-8	321	366	0	13	0
15	36	39	14	63	108	0	0	16
16	50	31	-14	175	220	0	15	0
17	46	42	5	138	183	0	0	18
18	40	3	-5	362	407	0	17	0
19	41	42	7	257	302	0	0	20
20	46	20	-7	484	529	0	19	0
21	17	50	9	208	253	0	0	22
22	42	7	-9	474	519	0	21	0
23	20	16	8	204	249	0	0	24
24	35	2	-8	425	470	0	23	0
25	20	10	6	159	204	0	0	26
26	21	42	-6	411	456	0	25	0
27	15	39	15	88	133	0	0	28
28	39	6	-15	324	369	0	27	0
29	16	40	13	425	470	0	0	30
30	24	26	-13	543	588	0	29	0
31	26	9	5	297	342	0	0	32
32	11	33	-5	455	500	0	31	0
33	7	43	9	248	293	0	0	34
34	43	38	-9	474	519	0	33	0
35	33	2	10	172	217	0	0	36
36	11	14	-10	344	389	0	35	0
37	13	46	5	283	328	0	0	38
38	28	14	-5	485	530	0	37	0
39	45	9	11	210	255	0	0	40
40	38	5	-11	297	342	0	39	0
41	9	23	5	92	137	0	0	42
42	8	40	-5	252	297	0	41	0
43	42	42	9	147	192	0	0	44
44	38	14	-9	315	360	0	43	0
45	31	41	15	247	292	0	0	46
46	39	0	-15	420	465	0	45	0
47	31	46	9	94	139	0	0	48
48	41	24	-9	461	506	0	47	0
49	37	22	6	190	235	0	0	50
50	34	6	-6	296	341	0	49	0
51	11	28	12	157	202	0	0	52
52	38	31	-12	435	480	0	51	0
53	49	47	10	165	210	0	0	54
54	1	0	-10	445	490	0	53	0
55	42	15	10	262	307	0	0	56
56	32	47	-10	440	485	0	55	0
57	15	3	6	94	139	0	0	58
58	31	46	-6	474	519	0	57	0
59	21	7	13	58	103	0	0	60
60	21	47	-13	370	415	0	59	0
61	24	4	8	250	295	0	0	62
62	32	3	-8	422	467	0	61	0
63	1	28	6	165	210	0	0	64
64	28	19	-6	326	371	0	63	0
65	13	19	6	156	201	0	0	66
66	3	11	-6	338	383	0	65	0
67	1	26	12	297	342	0	0	68
68	23	40	-12	437	482	0	67	0
69	11	11	6	131	176	0	0	70
70	42	24	-6	428	473	0	69	0
71	22	12	9	69	114	0	0	72
72	13	17	-9	467	512	0	71	0
73	35	39	5	233	278	0	0	74
74	18	11	-5	395	440	0	73	0
75	3	30	15	216	261	0	0	76
76	26	43	-15	402	447	0	75	0
77	1	33	12	250	295	0	0	78
78	22	24	-12	450	495	0	77	0
79	47	26	10	256	301	0	0	80
80	0	35	-10	463	508	0	79	0
81	28	34	9	132	177	0	0	82
82	2	20	-9	444	489	0	81	0
83	28	2	13	170	215	0	0	84
84	2	27	-13	458	503	0	83	0
85	5	32	14	89	134	0	0	86
86	46	34	-14	415	460	0	85	0
87	28	28	15	260	305	0	0	88
88	17	50	-15	397	442	0	87	0
89	29	3	12	145	190	0	0	90
90	49	0	-12	344	389	0	89	0
91	32	12	10	223	268	0	0	92
92	25	39	-10	409	454	0	91	0
93	47	43	8	246	291	0	0	94
94	5	45	-8	440	485	0	93	0
95	24	4	12	224	269	0	0	96
96	21	37	-12	427	472	0	95	0
97	20	36	13	182	227	0	0	98
98	48	25	-13	480	525	0	97	0
99	7	33	12	126	171	0	0	100
100	22	48	-12	317	362	0	99	0
